key,congress,number,bill_type,is_alive,current_status,title_without_number
112#house_bill=2391,112,2391,house_bill,False,referred,Renewable Energy for a Brighter Future Act
112#house_bill=2393,112,2393,house_bill,False,referred,Federal Grant Solicitations Improvement Act of 2011
111#house_concurrent_resolution=105,111,105,house_concurrent_resolution,False,referred,Expressing support for designation of the week beginning on the second Saturday in May as “National Travel and Tourism Week”.
112#house_bill=2395,112,2395,house_bill,False,referred,To amend the Workforce Investment Act of 1998 to permit the establishment of Jobs Corps centers in territories of the United States.
112#house_bill=2394,112,2394,house_bill,False,referred,Rebuilding America’s Schools Act
112#house_bill=2397,112,2397,house_bill,False,referred,Congressional Retirement Age Act of 2011
110#house_bill=4688,110,4688,house_bill,False,referred,Tribal Foster Care and Adoption Access Act of 2007
111#house_bill=182,111,182,house_bill,False,referred,To provide discretionary authority to an immigration judge to determine that an alien parent of a United States citizen child should not be ordered removed, deported, or excluded from the United States.
111#house_bill=183,111,183,house_bill,False,referred,General Slocum Memorial Study Act
111#house_bill=5841,111,5841,house_bill,False,referred,To authorize the Secretary of Veterans Affairs to establish public-private partnerships for the treatment and research of post-traumatic stress disorder.
111#house_bill=181,111,181,house_bill,False,referred,To permit members of the House of Representatives to donate used computer equipment to public elementary and secondary schools designated by the members.
111#house_bill=186,111,186,house_bill,False,referred,Glaucoma Screening Act of 2009
111#house_bill=187,111,187,house_bill,False,referred,Baseball Diplomacy Act
109#house_bill=2169,109,2169,house_bill,False,referred,To suspend temporarily the duty on Cohedur RL.
111#house_bill=267,111,267,house_bill,False,referred,Expanding Tax Assistance Act of 2009
109#house_bill=369,109,369,house_bill,False,referred,To provide for greater recognition of Veterans Day each year.
109#house_bill=368,109,368,house_bill,False,referred,Driver’s License Security and Modernization Act
112#house_bill=1013,112,1013,house_bill,False,referred,Strengthen Fisheries Management in New England Act of 2011
109#house_bill=363,109,363,house_bill,False,referred,Keep Our PACT Act
109#house_bill=366,109,366,house_bill,False,pass_over_house,Vocational and Technical Education for the Future Act
108#house_bill=821,108,821,house_bill,False,referred,Accidental Shooting Prevention Act of 2003
109#house_bill=5081,109,5081,house_bill,False,referred,Military Spouses Employment Act of 2006
106#house_bill=3242,106,3242,house_bill,False,referred,To delay the effective date of the final rule regarding the Organ Procurement and Transplantation Network.
110#house_bill=5884,110,5884,house_bill,False,referred,Sunshine in Litigation Act of 2008
106#house_bill=3244,106,3244,house_bill,False,enacted_signed,Victims of Trafficking and Violence Protection Act of 2000
111#house_bill=982,111,982,house_bill,False,referred,Tax Code Termination Act
111#house_bill=980,111,980,house_bill,False,referred,Northern Rockies Ecosystem Protection Act
111#house_bill=981,111,981,house_bill,False,referred,Cluster Munitions Civilian Protection Act of 2009
111#house_bill=986,111,986,house_bill,False,referred,To designate the facility of the United States Postal Service located at 28 Washington Street in Mount Holly, New Jersey, as the “Jim Saxton Post Office Building”.
111#house_bill=984,111,984,house_bill,False,reported,State Secret Protection Act of 2009
111#house_bill=985,111,985,house_bill,False,pass_over_house,Free Flow of Information Act of 2009
112#house_bill=121,112,121,house_bill,False,referred,Congressional Budget Accountability Act
112#house_bill=122,112,122,house_bill,False,referred,Federal Employee Accountability Act of 2011
110#house_bill=3509,110,3509,house_bill,False,referred,Medical Justice Act of 2007
111#house_joint_resolution=77,111,77,house_joint_resolution,False,referred,Disapproving a rule submitted by the Environmental Protection Agency relating to the endangerment finding and the cause or contribute findings for greenhouse gases under section 202(a) of the Clean Air Act.
111#house_joint_resolution=76,111,76,house_joint_resolution,False,referred,Disapproving a rule submitted by the Environmental Protection Agency relating to the endangerment finding and the cause or contribute findings for greenhouse gases under section 202(a) of the Clean Air Act.
110#house_bill=3505,110,3505,house_bill,False,pass_over_house,Securities Law Technical Corrections Act of 2007
111#house_joint_resolution=78,111,78,house_joint_resolution,False,referred,Proposing a balanced budget amendment to the Constitution of the United States.
110#house_bill=3506,110,3506,house_bill,False,referred,Foreclosure Tax Relief Act of 2007
112#house_bill=3470,112,3470,house_bill,False,referred,Competitive Justice Training Act of 2011
111#house_bill=4489,111,4489,house_bill,False,referred,FEHBP Prescription Drug Integrity, Transparency, and Cost Savings Act
109#house_resolution=259,109,259,house_resolution,False,referred,Condemning the existence of racially restrictive covenants in housing documents and urging States to adopt legislation similar to that which was enacted in California to address the issue.
109#house_bill=3747,109,3747,house_bill,False,referred,Disaster Recovery Act of 2005
106#house_bill=800,106,800,house_bill,False,enacted_signed,Education Flexibility Partnership Act of 1999
108#house_bill=3054,108,3054,house_bill,False,enacted_signed,District of Columbia Military Retirement Equity Act of 2003
110#house_resolution=815,110,815,house_resolution,False,referred,Expressing the sense of the House of Representatives that staff-led tours of the United States Capitol should be preserved.
111#house_bill=4625,111,4625,house_bill,False,referred,Civil Service Reform and Government Reorganization Commission Act of 2009
109#house_bill=3749,109,3749,house_bill,False,referred,Gulf State Community Renewal Commission Act
108#house_bill=3051,108,3051,house_bill,False,referred,To pay a one-time bonus to members of the Armed Forces who served or serve in a combat zone designated for Operation Iraqi Freedom or Operation Enduring Freedom, and for other purposes.
112#house_bill=3074,112,3074,house_bill,False,referred,Cormorant Management and Natural Resources Protection Act
108#house_bill=3053,108,3053,house_bill,False,referred,Sacrifice and Responsibility Act
111#house_bill=2640,111,2640,house_bill,False,referred,Consumer Assistance to Recycle and Save Act
109#house_bill=66,109,66,house_bill,False,referred,Health Care Freedom of Choice Act
109#house_bill=65,109,65,house_bill,False,referred,To amend the age restrictions for pilots.
109#house_bill=64,109,64,house_bill,False,referred,Family Heritage Preservation Act
109#house_bill=63,109,63,house_bill,False,referred,Democracy Day Act of 2005
111#house_bill=2313,111,2313,house_bill,False,referred,U.S.-China Language Engagement Act
111#house_bill=2310,111,2310,house_bill,False,referred,United States-China Market Engagement and Export Promotion Act
110#house_concurrent_resolution=162,110,162,house_concurrent_resolution,False,pass_over_house,Expressing the sense of Congress that Congress and the President should increase basic pay for members of the Armed Forces.
111#house_bill=2648,111,2648,house_bill,False,referred,To authorize the President to award a gold medal on behalf of Congress to Muhammad Ali in recognition of his contributions to the Nation.
109#house_bill=4914,109,4914,house_bill,False,referred,Veterans’ Choice of Representation Act
109#house_bill=892,109,892,house_bill,False,referred,To provide for the award of a gold medal on behalf of Congress to Arnold Palmer in recognition of his service to the Nation in promoting excellence and good sportsmanship in golf.
109#house_bill=68,109,68,house_bill,False,pass_over_house,NASA and JPL 50th Anniversary Commemorative Coin Act
112#senate_bill=211,112,211,senate_bill,False,referred,Biennial Budgeting and Appropriations Act
112#house_bill=542,112,542,house_bill,False,referred,Consumer Protection Act of 2011
110#house_bill=7084,110,7084,house_bill,False,enacted_signed,Webcaster Settlement Act of 2008
110#house_bill=7081,110,7081,house_bill,False,enacted_signed,United States-India Nuclear Cooperation Approval and Nonproliferation Enhancement Act
111#house_bill=2542,111,2542,house_bill,False,referred,American Shipping Reinvestment Act of 2009
107#house_bill=4844,107,4844,house_bill,False,reported,Wild Sky Wilderness Act of 2002
107#house_bill=4840,107,4840,house_bill,False,reported,Sound Science for Endangered Species Act Planning Act of 2002
111#senate_bill=2919,111,2919,senate_bill,False,referred,Small Business Lending Enhancement Act of 2009
107#house_bill=4594,107,4594,house_bill,False,referred,Climbing Out of the Deficit Ditch Act of 2002
112#house_bill=3665,112,3665,house_bill,False,referred,Wall Street Accountability through Sustainable Funding Act
109#house_bill=6219,109,6219,house_bill,False,referred,Toxic Right-to-Know Protection Act
107#house_bill=4598,107,4598,house_bill,False,pass_over_house,Homeland Security Information Sharing Act
107#house_bill=5469,107,5469,house_bill,False,enacted_signed,Small Webcaster Settlement Act of 2002
110#house_bill=2102,110,2102,house_bill,False,pass_over_house,Free Flow of Information Act of 2007
110#house_bill=2101,110,2101,house_bill,False,referred,Mercury in Dental Fillings Disclosure and Prohibition Act
110#house_bill=2106,110,2106,house_bill,False,referred,No Parole for Sex Offenders Act
110#house_bill=2105,110,2105,house_bill,False,referred,Elder Abuse Prevention Act
110#house_bill=2109,110,2109,house_bill,False,referred,Empowering Our Local Communities Act of 2007
111#house_concurrent_resolution=220,111,220,house_concurrent_resolution,False,referred,Encouraging the Secretaries of the military departments to maximize opportunities for space-available travel for members of the Armed Forces in a leave or pass status who are traveling between December 18, 2009, and January 3, 2010.
111#house_concurrent_resolution=227,111,227,house_concurrent_resolution,False,pass_over_house,Supporting the goals and ideals of National Urban Crimes Awareness Week.
111#house_concurrent_resolution=226,111,226,house_concurrent_resolution,False,passed_concurrentres,Supporting the observance of “Spirit of ‘45 Day”.
111#house_concurrent_resolution=55,111,55,house_concurrent_resolution,False,pass_over_house,Recognizing the 30th anniversary of the Taiwan Relations Act.
112#house_bill=1150,112,1150,house_bill,False,referred,Competitive Health Insurance Reform Act of 2011
112#house_bill=1151,112,1151,house_bill,False,referred,Emergency Mortgage Relief and Neighborhood Stabilization Programs Cost Recoupment Act of 2011
108#house_bill=557,108,557,house_bill,False,referred,To suspend temporarily the duty on certain manufacturing equipment.
107#house_bill=274,107,274,house_bill,False,referred,Seniors’ Health Care Bill of Rights of 2001
108#house_bill=805,108,805,house_bill,False,referred,To amend the Internal Revenue Code of 1986 to clarify that certain settlement funds established under the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 are beneficially owned by the United States and are not subject to tax.
108#house_bill=804,108,804,house_bill,False,referred,Biomass Energy Equity Act of 2003
110#house_resolution=106,110,106,house_resolution,False,reported,Affirmation of the United States Record on the Armenian Genocide Resolution
110#house_resolution=100,110,100,house_resolution,False,passed_simpleres,Expressing the sympathy of the House of Representatives to the families of women and girls murdered in Guatemala and encouraging the Government of Guatemala to bring an end to these crimes.
110#house_resolution=101,110,101,house_resolution,False,referred,Expressing the sense of the House of Representatives that the Senate should ratify the Convention on the Elimination of All Forms of Discrimination Against Women (CEDAW).
110#house_bill=3220,110,3220,house_bill,False,referred,New Direction for Energy Independence, National Security, and Consumer Protection Act
110#house_bill=3593,110,3593,house_bill,False,referred,Smart Energy Tax Relief Act of 2007
110#house_bill=2366,110,2366,house_bill,False,pass_over_house,SBA Veterans’ Programs Act of 2007
110#house_bill=2367,110,2367,house_bill,False,referred,Ensuring Access to Contraceptives Act of 2007
110#house_bill=2364,110,2364,house_bill,False,referred,Local Food and Farm Support Act
109#house_resolution=895,109,895,house_resolution,False,passed_simpleres,Supporting intelligence and law enforcement programs to track terrorists and terrorist finances conducted consistent with Federal law and with appropriate Congressional consultation and specifically condemning the disclosure and publication of classified information that impairs the international fight against terrorism and needlessly exposes Americans to the threat of further terror attacks by revealing a crucial method by which terrorists are traced through their finances.
110#house_bill=2360,110,2360,house_bill,False,referred,Voting Enhancement and Security Act of 2007
111#senate_bill=1244,111,1244,senate_bill,False,referred,Breastfeeding Promotion Act of 2009
110#house_bill=6680,110,6680,house_bill,False,referred,Community AIDS and Hepatitis Prevention Act
108#house_resolution=337,108,337,house_resolution,False,referred,Congratulating Ben Curtis on his outstanding accomplishment in winning the 2003 British Open golf tournament.
110#house_bill=6869,110,6869,house_bill,False,referred,Border Security Search Accountability Act of 2008
110#house_bill=6684,110,6684,house_bill,False,referred,Medicare Prescription Drug Cost Equalization Act
110#house_bill=2368,110,2368,house_bill,False,referred,Social Security Card Fortification Act
112#house_bill=1074,112,1074,house_bill,False,referred,To amend the Internal Revenue Code of 1986 to reduce the corporate income tax rate to 10 percent and to lower the rate of tax on capital gains and dividends to 10 percent.
111#house_bill=1270,111,1270,house_bill,False,referred,Affordable Housing and Community Development Act of 2009
109#senate_bill=2434,109,2434,senate_bill,False,referred,Senate Campaign Reform Act of 2006
110#house_bill=3226,110,3226,house_bill,False,referred,New Opportunities for Fuel Efficient Fleets Act
110#house_resolution=888,110,888,house_resolution,False,referred,Affirming the rich spiritual and religious history of our Nation’s founding and subsequent history and expressing support for designation of the first week in May as “American Religious History Week” for the appreciation of and education on America’s history of religious faith.
109#senate_bill=2438,109,2438,senate_bill,False,referred,Emergency Agricultural Disaster Assistance Act of 2006
109#house_bill=1185,109,1185,house_bill,False,pass_over_house,Federal Deposit Insurance Reform Act of 2005
109#house_bill=1638,109,1638,house_bill,False,referred,Commodities Exchange Improvements Act of 2005
109#house_bill=1182,109,1182,house_bill,False,referred,Prohibit Predatory Lending Act
111#house_bill=4354,111,4354,house_bill,False,referred,School Principal Recruitment and Training Act of 2009
109#house_bill=1631,109,1631,house_bill,False,reported,Rail Infrastructure Development and Expansion Act for the 21st Century
109#house_bill=1637,109,1637,house_bill,False,referred,Intermodal Transportation Act of 2005
109#house_bill=1636,109,1636,house_bill,False,referred,Clean Cruise Ship Act of 2005
107#house_bill=4333,107,4333,house_bill,False,referred,To suspend temporarily the duty on certain certain wheel rims.
107#house_bill=3450,107,3450,house_bill,False,pass_over_house,Health Care Safety Net Improvement Act
111#house_bill=4356,111,4356,house_bill,False,referred,Downed Animal and Food Safety Protection Act
107#house_bill=3107,107,3107,house_bill,False,referred,Genuine American Flag Act
107#house_bill=4334,107,4334,house_bill,False,referred,To suspend temporarily the duty on certain visual signaling equipment.
112#house_bill=807,112,807,house_bill,False,referred,To amend title 38, United States Code, to repeal the prohibition on collective bargaining with respect to matters and questions regarding compensation of employees of the Department of Veterans Affairs other than rates of basic pay, and for other purposes.
110#house_bill=1663,110,1663,house_bill,False,referred,Medicare Mental Health Modernization Act of 2007
110#house_bill=1660,110,1660,house_bill,False,pass_over_house,To direct the Secretary of Veterans Affairs to establish a national cemetery for veterans in the southern Colorado region.
108#house_bill=4258,108,4258,house_bill,False,referred,Rapid Pathogen Identification to Delivery of Cures Act
106#house_bill=4565,106,4565,house_bill,False,referred,To amend the Safe and Drug-Free Schools and Communities Act of 1994 to prevent the abuse of inhalants through programs under that Act, and for other purposes.
109#house_bill=3037,109,3037,house_bill,False,referred,Industrial Hemp Farming Act of 2005
111#house_bill=6017,111,6017,house_bill,False,referred,Gulf Coast Health Monitoring and Research Program Act of 2010
111#house_resolution=841,111,841,house_resolution,False,passed_simpleres,Expressing support for designation of November 29, 2009, as “Drive Safer Sunday”.
112#house_bill=3448,112,3448,house_bill,False,referred,Returning Investment to America Act of 2011
111#house_bill=6548,111,6548,house_bill,False,referred,Fair Sentencing Clarification Act of 2010
111#house_resolution=1394,111,1394,house_resolution,False,referred,Recognizing and honoring the employees of the Department of Homeland Security who lost their lives in the line of duty in 2009 in protecting and securing our Nation.
111#house_bill=1339,111,1339,house_bill,False,referred,Children’s Access to Reconstructive Evaluation & Surgery (CARES) Act of 2009
111#house_resolution=1390,111,1390,house_resolution,False,referred,Expressing the sense of the House of Representatives that the United States should use its position of global leadership to improve and strengthen whale conservation efforts and to ensure that commercial, scientific, and other lethal whaling does not occur for any purpose other than aboriginal subsistence.
110#house_resolution=1146,110,1146,house_resolution,False,referred,Expressing the sense of the House of Representatives that the International Joint Commission should adopt a water level management plan for Lake Ontario and the St. Lawrence River that strongly takes into account environmental considerations and the concerns of the public and the affected States and maximizes hydropower production at existing facilities, and further urges the Secretary of State not to approve a plan that fails to do so.
111#house_resolution=1501,111,1501,house_resolution,False,referred,Honoring the Patriot Guard Riders for their steadfast dedication in support of those who have sacrificed their lives for our country.
109#house_bill=5746,109,5746,house_bill,False,referred,Industrial Bank Holding Company Act of 2006
109#senate_bill=2754,109,2754,senate_bill,False,prov_kill_suspensionfailed,Alternative Pluripotent Stem Cell Therapies Enhancement Act
111#house_resolution=1138,111,1138,house_resolution,False,referred,Expressing support for the designation of the first week of April 2010 as National Asbestos Awareness Week.
111#senate_bill=1963,111,1963,senate_bill,False,enacted_signed,Caregivers and Veterans Omnibus Health Services Act of 2010
111#house_bill=4229,111,4229,house_bill,False,referred,Borrowers’ Right to Inspect Closing Documents Act of 2009
109#house_bill=1456,109,1456,house_bill,False,referred,Christopher Kangas Fallen Firefighter Apprentice Act
112#house_resolution=612,112,612,house_resolution,False,referred,Honoring the life of 17-year-old, Trayvon Martin, urging the State of Florida and others to repeal the Stand Your Ground law, and admonishing involved parties to pursue full investigations into all homicides, regardless of defenses asserted by the offender.
108#house_bill=3369,108,3369,house_bill,False,prov_kill_suspensionfailed,Nonprofit Athletic Organization Protection Act of 2003
109#house_bill=1981,109,1981,house_bill,False,referred,Medicare Adult Day Care Services Act of 2005
109#house_bill=1980,109,1980,house_bill,False,referred,Fiscal Responsibility Act of 2005
111#house_bill=1792,111,1792,house_bill,False,referred,Volunteer Emergency Services Recruitment and Retention Act of 2009
111#house_resolution=596,111,596,house_resolution,False,referred,Expressing support for the Black European Summit.
106#house_bill=4305,106,4305,house_bill,False,referred,Amy Robinson Memorial Act
110#house_resolution=34,110,34,house_resolution,False,passed_simpleres,A resolution recognizing the life and accomplishments of Desmond Mpilo Tutu, South African Anglican Archbishop of Cape Town, and Nobel Peace Prize recipient.
112#house_bill=3112,112,3112,house_bill,False,referred,Trade Law Enforcement Act of 2011
112#house_bill=3441,112,3441,house_bill,False,referred,Stop Green Initiative Abuse Act of 2011
108#house_bill=2956,108,2956,house_bill,False,referred,Financial Aid Simplification Act
110#house_bill=2811,110,2811,house_bill,False,referred,Passenger Vehicle Loss Disclosure Act
110#house_bill=2812,110,2812,house_bill,False,referred,Clean Air and Water Investment Act of 2007
110#house_bill=2813,110,2813,house_bill,False,referred,Children’s Mercury Exposure Act of 2007
108#house_bill=1289,108,1289,house_bill,False,referred,National Parks Institute Act
110#house_bill=2817,110,2817,house_bill,False,referred,Let the People Decide Clean Campaign Act
109#house_bill=5295,109,5295,house_bill,False,pass_over_house,Student and Teacher Safety Act of 2006
111#house_bill=4940,111,4940,house_bill,False,referred,Renewable Fuels Reinvestment Act
106#house_bill=1139,106,1139,house_bill,False,referred,Affordable Child Care Education, Security, and Safety Act
109#house_bill=3038,109,3038,house_bill,False,referred,Guantanamo Detainees Procedures Act of 2005
109#house_bill=5291,109,5291,house_bill,False,referred,Gang Elimination Act of 2006
109#house_bill=5290,109,5290,house_bill,False,referred,Stop Fraud in Iraq Act
109#house_bill=5293,109,5293,house_bill,False,pass_over_house,Senior Independence Act of 2006
111#house_bill=4720,111,4720,house_bill,False,referred,Taking Responsibility For Congressional Pay Act
108#house_bill=1023,108,1023,house_bill,False,referred,To prohibit, through the period ending on December 31, 2007, any Department of Defense participation in any international aviation trade exhibition (known as an “air show”) to be held in France.
108#house_bill=1022,108,1022,house_bill,False,referred,Urban and Rural Disease Prevention and Health Promotion Act of 2003
108#house_bill=1021,108,1021,house_bill,False,referred,Senior Nutrition Act of 2003
108#house_bill=1752,108,1752,house_bill,False,referred,Building Opportunities for Our Kids Act
108#house_bill=1024,108,1024,house_bill,False,referred,To establish in the National Marine Fisheries Service a pelagic longline highly migratory species bycatch and mortality reduction research program, and for other purposes.
108#house_bill=1029,108,1029,house_bill,False,referred,Detention of Enemy Combatants Act
110#house_resolution=952,110,952,house_resolution,False,passed_simpleres,Expressing the sense of the House of Representatives that there should be established a National Teacher Day to honor and celebrate teachers in the United States.
111#house_bill=1676,111,1676,house_bill,False,pass_over_house,PACT Act
111#house_bill=1677,111,1677,house_bill,False,referred,Empowerment Zone, Renewal Community and Enterprise Community Enhancement Act of 2009
108#senate_bill=150,108,150,senate_bill,False,enacted_signed,Internet Tax Nondiscrimination Act
108#senate_bill=151,108,151,senate_bill,False,enacted_signed,Prosecutorial Remedies and Other Tools to End the Exploitation of Children Today Act of 2003
108#senate_bill=401,108,401,senate_bill,False,referred,SBP Benefits Improvement Act of 2003
111#house_resolution=905,111,905,house_resolution,False,passed_simpleres,Recognizing the 70th anniversary of the retirement of Justice Louis D. Brandeis from the United States Supreme Court.
111#house_resolution=672,111,672,house_resolution,False,passed_simpleres,Calling on the Government of the Socialist Republic of Vietnam to release imprisoned bloggers and respect Internet freedom.
111#house_resolution=907,111,907,house_resolution,False,passed_simpleres,Recognizing the Grand Concourse on its 100th anniversary as the preeminent thoroughfare in the borough of the Bronx and an important nexus of commerce and culture for the City of New York.
108#house_resolution=20,108,20,house_resolution,False,referred,Expressing the sense of the House of Representatives with respect to polio.
111#house_resolution=677,111,677,house_resolution,False,referred,Extending best wishes to the people of India as they celebrate the 62nd anniversary of India’s independence from the British Empire.
111#house_resolution=900,111,900,house_resolution,False,passed_simpleres,Honoring the sacrifices and contributions made by members of the Armed Forces during the Cold War and encouraging the people of the United States to participate in local and national activities honoring the sacrifices and contributions of those individuals.
108#house_bill=2482,108,2482,house_bill,False,referred,Iraqi Freedom From Debt Act
111#house_resolution=902,111,902,house_resolution,False,referred,Expressing support for the designation of January 28, 2010, as National Data Privacy Day.
110#senate_bill=1883,110,1883,senate_bill,False,referred,Accountability and Transparency in Medicare Marketing Act of 2007
111#house_resolution=678,111,678,house_resolution,False,referred,Extending best wishes to the people of the Islamic Republic of Pakistan as they celebrate the 62nd anniversary of Pakistan’s independence from the British Empire.
112#house_bill=804,112,804,house_bill,False,referred,To amend title 38, United States Code, to clarify the eligibility of certain veterans who serve in support of Operation New Dawn for hospital care, medical services, and nursing home care provided by the Department of Veterans Affairs.
112#house_bill=3702,112,3702,house_bill,False,referred,Due Process Guarantee Act of 2011
111#house_bill=3682,111,3682,house_bill,False,referred,Kelsey Smith Act of 2009
111#house_bill=3370,111,3370,house_bill,False,referred,Vessel Repair Enhancement Act of 2009
111#house_bill=5632,111,5632,house_bill,False,referred,Consumer Fuels Choice Act of 2010
111#house_bill=3685,111,3685,house_bill,False,pass_over_house,To require the Secretary of Veterans Affairs to include on the main page of the Internet website of the Department of Veterans Affairs a hyperlink to the VetSuccess Internet website and to publicize such Internet website.
111#house_bill=3684,111,3684,house_bill,False,referred,American Small Business Innovation Act
111#house_bill=3689,111,3689,house_bill,False,enacted_signed,To provide for an extension of the legislative authority of the Vietnam Veterans Memorial Fund, Inc. to establish a Vietnam Veterans Memorial visitor center, and for other purposes.
111#house_bill=3688,111,3688,house_bill,False,referred,To encourage programs of health promotion or disease prevention.
111#house_bill=1685,111,1685,house_bill,False,referred,Child Care Facilities Financing Act of 2009
111#house_bill=1139,111,1139,house_bill,False,pass_over_house,COPS Improvements Act of 2009
105#house_bill=4818,105,4818,house_bill,False,referred,Asset-Building for Working Americans Act
111#house_bill=1680,111,1680,house_bill,False,referred,Long-Term Care Life Safety Act of 2009
111#house_bill=1133,111,1133,house_bill,False,referred,Family Telephone Connection Protection Act of 2009
111#house_bill=1132,111,1132,house_bill,False,referred,To amend the Internal Revenue Code of 1986 to extend and modify the railroad track maintenance credit.
111#house_bill=3888,111,3888,house_bill,False,referred,Clean Cruise Ship Act of 2009
111#house_bill=4410,111,4410,house_bill,False,referred,To amend title 31, United States Code, to require that a vacancy in the position of Comptroller General be filled only by an individual who is a licensed certified public accountant and who meets other qualification requirements.
108#senate_bill=2845,108,2845,senate_bill,False,enacted_signed,Intelligence Reform and Terrorism Prevention Act of 2004
107#house_resolution=172,107,172,house_resolution,False,passed_simpleres,Honoring John J. Downing, Brian Fahey, and Harry Ford, who lost their lives in the course of duty as firefighters.
111#house_bill=1134,111,1134,house_bill,False,referred,To amend the Internal Revenue Code of 1986 to allow the credit for nonbusiness energy property for 2008.
108#house_bill=3289,108,3289,house_bill,False,enacted_signed,Emergency Supplemental Appropriations Act for Defense and for the Reconstruction of Iraq and Afghanistan, 2004
111#senate_bill=3137,111,3137,senate_bill,False,referred,Solar Uniting Neighborhoods (SUN) Act of 2010
110#house_bill=1606,110,1606,house_bill,False,referred,To amend title 49, United States Code, to provide for the establishment of a flexibility incentive grant program.
111#house_bill=914,111,914,house_bill,False,reported,Physician Workforce Enhancement Act of 2009
111#house_bill=379,111,379,house_bill,False,referred,State and Local Sales Tax Deduction Expansion Act of 2009
111#house_bill=378,111,378,house_bill,False,referred,To make 1 percent across-the-board rescissions in non-defense, non-homeland-security discretionary spending for fiscal year 2009.
107#house_bill=3479,107,3479,house_bill,False,pass_over_house,National Aviation Capacity Expansion Act of 2002
109#house_bill=4166,109,4166,house_bill,False,referred,Family Asthma Act
109#house_bill=4167,109,4167,house_bill,False,pass_over_house,National Uniformity for Food Act of 2005
111#house_bill=375,111,375,house_bill,False,referred,Western Hemisphere Counterterrorism and Nonproliferation Act of 2009
108#senate_bill=1387,108,1387,senate_bill,False,referred,Border Security and Immigration Reform Act of 2003
108#senate_bill=1386,108,1386,senate_bill,False,referred,A bill to amend titles 10 and 14, United States Code, to provide for the use of gold in the metal content of the Medal of Honor.
110#house_bill=5563,110,5563,house_bill,False,prov_kill_suspensionfailed,Generations Invigorating Volunteerism and Education Act
112#house_bill=330,112,330,house_bill,False,referred,Homebuyer Tax Credit Renewal Act of 2011
110#house_bill=5564,110,5564,house_bill,False,referred,Jenny’s Law
110#house_bill=5567,110,5567,house_bill,False,referred,To rescind earmarks designated in the Intelligence Authorization Act for Fiscal Year 2008.
112#house_bill=333,112,333,house_bill,False,referred,Disabled Veterans Tax Termination Act
107#house_bill=1774,107,1774,house_bill,False,referred,Small Business Health Fairness Act of 2001
107#house_bill=1770,107,1770,house_bill,False,referred,To prohibit the purchasing, issuing, or wearing of berets as standard Army headgear (other than for certain specialized units) until the Secretary of the Army certifies to Congress that the Army ammunition shortfall has been eliminated.
105#house_bill=1362,105,1362,house_bill,False,reported,Veterans Medicare Reimbursement Demonstration Act of 1997
111#house_bill=1353,111,1353,house_bill,False,referred,Fannie Mae and Freddie Mac Full Disclosure Act
107#house_bill=1779,107,1779,house_bill,False,referred,Tibetan Policy Act of 2001
111#senate_bill=49,111,49,senate_bill,False,reported,Public Corruption Prosecution Improvements Act
109#house_bill=793,109,793,house_bill,False,referred,Save Our Small and Seasonal Businesses Act
109#house_concurrent_resolution=222,109,222,house_concurrent_resolution,False,pass_over_house,Supporting the goals and ideals of National Pregnancy and Infant Loss Remembrance Day.
109#house_bill=6187,109,6187,house_bill,False,referred,Confidence in Voting Act of 2006
109#house_bill=3352,109,3352,house_bill,False,referred,Stolen Valor Act of 2005
111#house_bill=2818,111,2818,house_bill,False,pass_over_house,Methamphetamine Education, Treatment, and Hope Act of 2010
111#house_resolution=445,111,445,house_resolution,False,passed_simpleres,Recognizing 100 years of military aviation and expressing continued support for military aviators of the United States Armed Forces.
112#house_bill=1257,112,1257,house_bill,False,referred,Protect America from U.S. Military Expenses in Libya Act of 2011
109#house_bill=798,109,798,house_bill,False,pass_back_senate,Methamphetamine Remediation Research Act of 2006
111#house_bill=2811,111,2811,house_bill,False,reported,To amend title 18, United States Code, to include constrictor snakes of the species Python genera as an injurious animal.
111#house_bill=2810,111,2810,house_bill,False,referred,Public Health Workforce Investment Act of 2009
109#house_bill=3358,109,3358,house_bill,False,referred,To provide for payment of certain claims against the Government of Iran.
108#house_bill=232,108,232,house_bill,False,referred,For the relief of Kuan-Fan Hsieh.
111#house_resolution=111,111,111,house_resolution,False,referred,Establishing a Select Committee on POW and MIA Affairs.
111#house_bill=519,111,519,house_bill,False,referred,Elder Caregiver Support and Information Enhancement Act of 2009
108#house_bill=235,108,235,house_bill,False,referred,Houses of Worship Free Speech Restoration Act
111#house_bill=515,111,515,house_bill,False,pass_over_house,Radioactive Import Deterrence Act
108#house_concurrent_resolution=23,108,23,house_concurrent_resolution,False,referred,Urging the President to request the United States International Trade Commission to take certain actions with respect to the temporary safeguards on imports of certain steel products, and for other purposes.
111#house_bill=517,111,517,house_bill,False,referred,Elder Care Tax Credit Act of 2009
111#house_bill=510,111,510,house_bill,False,referred,To amend the Internal Revenue Code of 1986 to require that the payment of the manufacturers’ excise tax on recreational equipment be paid quarterly.
111#house_bill=513,111,513,house_bill,False,referred,New Manhattan Project for Energy Independence
108#house_bill=2220,108,2220,house_bill,False,referred,To amend the Transportation Equity Act for the 21st Century with respect to NAFTA corridor planning and development and coordinated border infrastructure and safety.
108#house_bill=2222,108,2222,house_bill,False,referred,Public Employer’s Restitution Act of 2003
